SBD,Sở GD,Toán,Văn,Sử,Địa,Lí,Hóa,Sinh,Ngoại ngữ,GDCD,Năm thi
02007070,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.75,,,7.25,5.5,4.25,6.6,,2022
02007071,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,6.5,6,4.75,8.2,,2022
02007072,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,7,6.25,,,,7.4,8.5,2022
02007073,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.5,6,6.75,,,,3.8,9,2022
02007074,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.25,5.5,7,,,,3.6,8.25,2022
02007075,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,7.75,7.75,,,,4.6,8.5,2022
02007076,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,,,6.25,6,5.25,5.2,,2022
02007077,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.5,,,6.25,8,4.25,6.6,,2022
02007078,Sở GD&ĐT Thành Phố Hồ Chí Minh,5,6,7,6.5,,,,3.2,8.5,2022
02007079,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.75,,,9,9.25,4.5,6.2,,2022
02007080,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.25,7.5,5.75,,,,4.2,8.25,2022
02007081,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,5,6,,,,4.6,7.75,2022
02007082,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7,7,5.75,,,,4.8,8.5,2022
02007083,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,,,3,4.75,3.75,9.4,,2022
02007084,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,,,5.25,5.75,3.75,6.8,,2022
02007085,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,7.25,8,4,7.2,,2022
02007086,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,8.25,,,4,5.75,3.25,5.2,,2022
02007087,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7.5,,,6.75,6.5,4.5,6.6,,2022
02007088,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,6,6.25,6.25,,,,5,7.5,2022
02007089,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,,,5.5,6.5,6.25,5,,2022
02007090,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.5,,,6.5,6.25,4.5,7,,2022
02007091,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,5,4.5,5.5,6.6,,2022
02007092,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,,,6.5,5.75,5,9,,2022
02007093,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.5,,,5.25,5.5,7,5,,2022
02007094,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6.25,,,8,8.25,5.75,6.6,,2022
02007095,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,3.92,,,5,5.5,2.75,3.8,,2022
02007096,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,5.5,6.25,4.25,4.4,,2022
02007097,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.5,,,7,4,2.75,9.6,,2022
02007098,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,6.5,7.75,,,,5.8,9.25,2022
02007099,Sở GD&ĐT Thành Phố Hồ Chí Minh,2.2,4.25,6,5.75,,,,3.2,6.5,2022
02007100,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6.25,,,8,4.75,2.75,7,,2022
02007101,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.5,7.5,5.25,5.4,,2022
02007102,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,5,7,3.75,6,,2022
02007103,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.75,4.75,7,,,,6.6,7.5,2022
02007104,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.5,,,7.5,8,6,7.2,,2022
02007105,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.5,8.25,6.75,6.8,,2022
02007106,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.5,5.5,6,,,,5.4,8.5,2022
02007107,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.5,6.75,6,,,,5.8,8.75,2022
02007108,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,4.5,6.75,7,4.8,,2022
02007109,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.75,8.25,7.25,,,,5,8.5,2022
02007110,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,5.75,5.5,,,,5.2,8.75,2022
02007111,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,7.75,7,,,,7.4,8,2022
02007112,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.75,,,7.25,7.25,4.25,4.4,,2022
02007113,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.25,,,6.75,7.75,4.75,7.8,,2022
02007114,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,,,8,8,6,6,,2022
02007115,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,4.5,5.25,,,,5.2,8.25,2022
02007116,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,5.5,6,7.25,,,,6.6,9,2022
02007117,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,7,8.25,6.25,6.4,,2022
02007118,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.25,2.5,5,,,,4.8,7,2022
02007119,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,8.75,6.75,,,,5.2,9.75,2022
02007120,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5.25,,,4.5,7.75,7.25,5,,2022
02007121,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,7,6.75,4.75,6,,2022
02007122,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,7.5,7.25,4.25,6.4,,2022
02007123,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,7,7.75,7.5,6,,2022
02007124,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,,,6.5,7.5,5.25,6.8,,2022
02007125,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,4.5,4.75,6.25,,,,4.8,8.5,2022
02007126,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8,,,7.25,7,4.75,8.8,,2022
02007127,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5.5,,,5.75,6.25,5,5.2,,2022
02007128,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,8.25,7.5,,,,8.4,9,2022
02007129,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,6.25,7.25,3.75,4.4,,2022
02007130,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,7.5,8.25,,,,4.6,8.75,2022
02007131,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,5,6.5,7,,,,7,8.5,2022
02007132,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.25,,,5,5,4.25,5.8,,2022
02007133,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,7,,,3.75,4.25,4.5,7.6,,2022
02007134,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7,6.75,6.5,,,,5,9,2022
02007135,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,7.75,8,2.75,3.2,,2022
02007136,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.6,3.5,5.75,5,,,,3.2,8.25,2022
02007137,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,,,8.75,8,4.25,8.8,,2022
02007138,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.25,,,7,8.25,5,4,,2022
02007139,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6,,,6.5,6.75,4,6.8,,2022
02007140,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,6.25,5.5,2.75,7.2,,2022
02007141,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,5,4,6,,,,4.4,7.5,2022
02007142,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.75,,,6,5.5,3.5,6.8,,2022
02007143,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6,6,6.25,,,,5.8,6.5,2022
02007144,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.25,4.75,7,,,,3.8,8,2022
02007145,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,6.75,6.5,4.5,6.4,,2022
02007146,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.5,,,6.5,8.25,3.25,4.4,,2022
02007147,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.5,,,6.5,7.25,3.75,6.2,,2022
02007148,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6,5,6,,,,4.8,7.25,2022
02007149,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.75,,,7.75,8,5,8,,2022
02007150,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,8,5.75,7,,,,6.8,8.25,2022
02007151,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7.25,7.75,5,7.8,,2022
02007152,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6,,,6.5,4.5,2.75,6.4,,2022
02007153,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,7.5,7.25,3.5,4.2,,2022
02007154,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,7.5,6,,,,6.4,8,2022
02007155,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,,,6.25,5.75,3.25,3.6,,2022
02007156,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.75,7.5,8.5,,,,7.8,9.25,2022
02007157,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.2,6.25,4.75,6.25,,,,7.6,7.75,2022
02007158,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5,7.75,4.75,6,,2022
02007159,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,4.5,6.25,,,,6,7,2022
02007160,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,3.5,6,,,,5.8,7,2022
02007161,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,,,7.75,7,6.5,8.2,,2022
02007162,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,,,6.5,8.5,8.5,8.2,,2022
02007163,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.75,6.75,6.75,,,,6,8.25,2022
02007164,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6,,,6.5,6.5,6,5,,2022
02007165,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.75,,,5.25,7.5,3.75,4.4,,2022
02007166,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.4,4.5,,,9,9,3.75,3.4,,2022
02007167,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,7.25,7.5,,,,4.8,8.25,2022
02007168,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,6,3.5,5.75,,,,3.6,6.5,2022
02007169,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,5.75,4.5,1.25,6.4,,2022
02007170,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.75,,,4,4.75,2.75,7.2,,2022
02007171,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5.5,5,6.75,,,,5,7.75,2022
02007172,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.25,,,7.5,6,4.75,8.2,,2022
02007173,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,5.75,7.75,4.5,8.4,,2022
02007174,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7.25,8,7,,,,6.8,8,2022
02007175,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,6.25,6.5,3.25,5.8,,2022
02007176,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,8.25,7.25,8,,,,9.4,9.25,2022
02007177,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,8.25,8.25,,,,8.2,9.5,2022
02007178,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,6.75,5.25,,,,7.6,8.25,2022
02007179,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,5.75,7.25,8.25,8.6,,2022
02007180,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.4,7.5,6.25,5.25,,,,7.2,6.75,2022
02007181,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,6.25,7.25,,,,7,8.25,2022
02007182,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,5,1.75,4.75,8,,2022
02007183,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7,,,7.25,7.25,4.25,5,,2022
02007184,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.5,3.5,6.25,,,,2.6,8,2022
02007185,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,7.75,7.75,,,,8.6,8,2022
02007186,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7.25,6.25,6.75,,,,8.8,7.75,2022
02007187,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,8,6.5,6.75,,,,7.2,9.25,2022
02007188,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,6.5,5.75,,,,4.6,7.75,2022
02007189,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.75,5.5,6.25,,,,5.4,8.75,2022
02007190,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7.75,,,5.25,8,8,6.8,,2022
02007191,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,5.25,,,8,8,3.75,7.4,,2022
02007192,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,7.5,7,,,,5.4,8.5,2022
02007193,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,5.5,5.75,,,,6,7.5,2022
02007194,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,8,6.75,7,,,,7.4,8.75,2022
02007195,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,6.5,7,,,,8,8.5,2022
02007196,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.5,,,7.5,6.25,5,5,,2022
02007197,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.75,6.75,7,,,,6.4,8.75,2022
02007198,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,7.75,6.75,3.5,7.6,,2022
02007199,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8,6.25,5.5,,,,8,8.5,2022
02007200,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,7,5.5,5.5,,,,5.2,6.5,2022
02007201,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.25,,,6.5,6.5,7,8.6,,2022
02007202,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,7.75,7,5.75,5.2,,2022
02007203,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,7.25,7.5,5,6.8,,2022
02007204,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.5,5.5,5.75,,,,5.2,8,2022
02007205,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,,,5.25,7.25,3.5,7.6,,2022
02007206,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,,,8,6.5,5.75,8.8,,2022
02007207,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,,,7.75,8,4,9.2,,2022
02007208,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.75,5.25,6.5,,,,4.2,6.25,2022
02007209,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,5.5,5.5,6.25,,,,4.2,7.25,2022
02007210,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7,,,7,8,6,9,,2022
02007211,Sở GD&ĐT Thành Phố Hồ Chí Minh,4.4,7.25,4.25,5.5,,,,3.4,6.75,2022
02007212,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.5,,,7.75,7.75,5.5,7.8,,2022
02007213,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.25,,,8.5,4.25,4.75,7.6,,2022
02007214,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,5.25,6.5,,,,7.4,7.75,2022
02007215,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,5.75,,,7,7.75,5.75,7.4,,2022
02007216,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,5.5,5.25,6.5,,,,5.4,7.75,2022
02007217,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8.25,7.5,7.5,,,,7.8,9.25,2022
02007218,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.75,7,8.75,,,,9.2,8.75,2022
02007219,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,7.5,,,6.5,5.75,5.25,6,,2022
02007220,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,5.75,5.75,,,,3,6.5,2022
02007221,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.6,7,5.25,5.5,,,,4.2,7.75,2022
02007222,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,7.5,7.75,,,,9.8,8.5,2022
02007223,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.75,6,6.5,,,,6.8,7.25,2022
02007224,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7,,,7.25,4,4.75,8.2,,2022
02007225,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7,5.25,7.25,,,,4,8.25,2022
02007226,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,6.5,,,7,4.25,3.75,7.8,,2022
02007227,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,5.75,,,5.75,8,5.25,8.2,,2022
02007228,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7,,,6.75,6.25,6,7.6,,2022
02007229,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,6,,,5.25,6.75,4,4.6,,2022
02007230,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,7,6.75,6,,,,6.6,8.25,2022
02007231,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,5.25,7.25,7.75,6.4,,2022
02007232,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7,,,8,8.25,5.75,7,,2022
02007233,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,7.5,7,,,,4.6,8.5,2022
02007234,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,,,6.25,6.25,4.75,6,,2022
02007235,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.25,7,6.5,,,,8,8.25,2022
02007236,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,,,7.75,8,6,9.4,,2022
02007237,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7,7.25,5.5,5.2,,2022
02007238,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7,,,8.75,8.25,6.5,9.2,,2022
02007239,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.75,,,5.75,3.25,3.25,7.4,,2022
02007240,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,6.25,,,6,7,4.5,7.2,,2022
02007241,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,6.75,,,7.25,3.25,6,6.6,,2022
02007242,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,5,6.25,6.75,,,,7.6,8.5,2022
02007243,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.75,,,4.5,6,3.25,6.8,,2022
02007244,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,5.83,,,6.75,8,6.75,8,,2022
02007245,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7,5,7.25,,,,6.6,8.25,2022
02007246,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,6.5,,,5.5,6.5,6.5,6.6,,2022
02007247,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,,,5,2.75,2.25,5.2,,2022
02007248,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8,,,7,5.5,4.5,7.6,,2022
02007249,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,7.25,6.75,5.5,5.2,,2022
02007250,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,5.75,7.25,,,,6.8,8,2022
02007251,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,6.75,,,4.5,4.25,4,7.4,,2022
02007252,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,9,7.25,,,,9.2,8,2022
02007253,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,6.5,7,7,,,,2.8,7.25,2022
02007254,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,7.25,6.75,5.75,7.2,,2022
02007255,Sở GD&ĐT Thành Phố Hồ Chí Minh,6,7,,,5.5,7,5.25,6.6,,2022
02007256,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.8,7,6.25,7,,,,8.4,8,2022
02007257,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,6.75,,,5,7.75,3.75,4.2,,2022
02007258,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,5.25,,,6.75,6.5,5.25,4.4,,2022
02007259,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,6.75,7.25,4,6.6,,2022
02007260,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.75,7.5,8.75,,,,9.6,8.5,2022
02007261,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.6,5,7.75,4.75,,,,8.8,7.25,2022
02007262,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.5,6.5,7,,,,7.2,8.25,2022
02007263,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,8,6.25,7.25,,,,7.8,8.5,2022
02007264,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,8.5,,,6,7,6,8.6,,2022
02007265,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,,,7.75,7.25,3,4.8,,2022
02007266,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.5,4.75,3.75,6.8,,2022
02007267,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,7.75,6.75,6.75,,,,5.6,9,2022
02007268,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8,,,7.75,6.25,5.25,8.2,,2022
02007269,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.25,,,6,7,3,5.6,,2022
02007270,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,7.5,6,6.75,,,,6.8,8.25,2022
02007271,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.5,,,6.75,4.25,4.5,8.4,,2022
02007272,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,6.5,6.75,4,3.2,,2022
02007273,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,,,8.25,6.25,4.75,4.6,,2022
02007274,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.6,7.25,,,8,8,6,6.8,,2022
02007275,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.5,4.75,7,,,,4.8,8.75,2022
02007276,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7,8,4,7.8,,2022
02007277,Sở GD&ĐT Thành Phố Hồ Chí Minh,9.2,7,,,6.5,8.25,9.5,8.6,,2022
02007278,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.8,7.25,,,4.75,3.75,4.5,7.8,,2022
02007279,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.5,,,8.25,6,6.25,8.8,,2022
02007280,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7.75,8,7.25,,,,7.6,8.75,2022
02007281,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.4,6.75,6.5,5.75,,,,4.8,9,2022
02007282,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.5,,,5.75,4.75,3.25,7.6,,2022
02007283,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,,,4.25,6.25,4.5,8.8,,2022
02007284,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6.5,,,7,5.5,4.25,4.4,,2022
02007285,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,6.5,,,6.25,5,5.75,8.4,,2022
02007286,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.25,,,8,7.75,4.25,5.8,,2022
02007287,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,7.25,,,9.5,8.5,6.25,7,,2022
02007288,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,,,6.5,7.5,4.75,8.4,,2022
02007289,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8,8.5,8,,,,4.6,9.5,2022
02007290,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,8.5,9,6.75,,,,8.4,8.25,2022
02007291,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.2,6.5,4,6.25,,,,4.8,7.75,2022
02007292,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,5.25,7.75,6,,,,7.6,8.25,2022
02007293,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,7.5,8,8,,,,7.8,9.25,2022
02007294,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,8.25,,,8,8.75,6.75,7.2,,2022
02007295,Sở GD&ĐT Thành Phố Hồ Chí Minh,6.2,6.25,5.75,6,,,,4,7.5,2022
02007296,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,6.5,,,6.75,5.75,4.75,8,,2022
02007297,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,7.75,,,7.5,5.5,3.25,6,,2022
02007298,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,7,5.75,,,,8,9.25,2022
02007299,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,7.25,5,6.75,,,,8.4,8.75,2022
02007300,Sở GD&ĐT Thành Phố Hồ Chí Minh,7,7,,,6,7,3,5.8,,2022
02007301,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,8.25,8.5,7.5,,,,9,7.75,2022
02007302,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,8.25,6.75,7.75,,,,8.2,9.25,2022
02007303,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.6,7.25,,,7,7,6,6,,2022
02007304,Sở GD&ĐT Thành Phố Hồ Chí Minh,8,7.25,,,5.5,7.5,7.5,5.8,,2022
02007305,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.2,8,,,6.75,7.25,3,6.8,,2022
02007306,Sở GD&ĐT Thành Phố Hồ Chí Minh,8.4,6,,,8.25,8,5.25,7.8,,2022
02007307,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.8,6.75,,,6.5,7.25,4,7.6,,2022
02007308,Sở GD&ĐT Thành Phố Hồ Chí Minh,7.4,6,,,5.25,7.25,5,5.4,,2022
02007309,Sở GD&ĐT Thành Phố Hồ Chí Minh,5.8,6,,,5,4.5,3,4.2,,2022
